"1","Kura","2001"
"2","Gainesville","2012"
"3","Putang","1990"
"4","Santa Rosa de Cabal","2004"
"5","Vitry-sur-Seine","1997"
"6","Casal","2005"
"7","Batutulis","1996"
"8","Hongmiao","2002"
"9","Chiguang","1983"
"10","Tortosendo","1987"
"11","Delicias","2011"
"12","Concepci?n","2004"
"13","Sab?ia","1990"
"14","Fern?ndez","2012"
"15","Shadui","1999"
"16","Zhendu","2012"
"17","Shuangqiao","1999"
"18","Matsubase","2007"
"19","Xinshi","1997"
"20","Dongfeng","2009"
"21","Dulangan","2003"
"22","Eqb?l?yeh","2009"
"23","Pura","2008"
"24","Subaykh?n","2000"
"25","Chiguirip","2007"
"26","?lvdalen","2000"
"27","Tucano","1994"
"28","K?benhavn","2000"
"29","Itoigawa","1995"
"30","Batan","1994"
"31","Fenglin","2006"
"32","Anjirmuara","2007"
"33","Alannay","2001"
"34","Gal?n","1998"
"35","Port Erin","1985"
"36","San Miguel Due?as","1993"
"37","Habana del Este","2009"
"38","Unquillo","1993"
"39","Hakha","1968"
"40","Xiongji","1999"
"41","Mucifal","1993"
"42","Ozalj","2012"
"43","Oslo","1990"
"44","Pa?os de Ferreira","1996"
"45","A?yira","2010"
"46","O?arowice","2005"
"47","Xinfeng","1994"
"48","Panjg?r","2008"
"49","Aughrim","2006"
"50","Kuvshinovo","2003"
"51","Baykonyr","2007"
"52","Clamart","2001"
"53","Bambous Virieux","1993"
"54","Haolaishan","1997"
"55","Nangalisan","1987"
"56","Erandique","2008"
"57","Gresik","2002"
"58","Itupiranga","2011"
"59","Dosso","2007"
"60","Kholm","2001"
"61","?dilpur","2000"
"62","Bor?s","2012"
"63","Kinloch","2000"
"64","Pananaw","1999"
"65","Ardino","2008"
"66","Cunliji","1994"
"67","Kitahiroshima","2007"
"68","Tetaf","2010"
"69","Qitan","2009"
"70","Luhe","1999"
"71","Taibai","2012"
"72","Banjar Penyalin","2000"
"73","Magsaysay","2002"
"74","San Lorenzo de Esmeraldas","2006"
"75","Go?vai","1998"
"76","Redcliff","1997"
"77","Zelenodolsk","1990"
"78","Brive-la-Gaillarde","1989"
"79","Krajan Langenharjo","1994"
"80","Nardaran","1988"
"81","Huangyang","1993"
"82","Yuracyacu","2001"
"83","Brongkah","2007"
"84","R?o Segundo","2007"
"85","Fresno","1990"
"86","Bhola","1992"
"87","Oyabe","1987"
"88","Morro Agudo","2012"
"89","Saihan Tal","2005"
"90","Kafr ad Daww?r","1989"
"91","Saguenay","1997"
"92","Al Qan??ir al Khayr?yah","1999"
"93","Muarabuliti","2005"
"94","Xingtai","2012"
"95","Dassa-Zoum?","1999"
"96","Lu?ina","2006"
"97","Ag?a Tri?da","2006"
"98","Ferrol","1996"
"99","Tanahedang","1986"
"100","Hinapalanan","2003"
"101","Banjar Kajanan","1988"
"102","Ir?kleion","2010"
"103","Bettendorf","1996"
"104","Fengtang","2001"
"105","Koh Kong","1995"
"106","Kista","1993"
"107","Sukakerta","2012"
"108","Zhdanov","1994"
"109","Lalukoen Dua","2009"
"110","El Triunfo","2002"
"111","G?vle","1998"
"112","Acton Vale","2005"
"113","Sydney","2004"
"114","Osorno","1999"
"115","Chillia","2003"
"116","Beisijia","1996"
"117","Pamatang","1993"
"118","Baiyang","2000"
"119","Gorna Oryakhovitsa","2013"
"120","Huayuan","2009"
"121","Haimen","1992"
"122","Syc?w","2005"
"123","Isheyevka","1996"
"124","Lampitak","2001"
"125","Zhongxing","2000"
"126","Montpellier","2009"
"127","Billdal","2005"
"128","Taoyuan","2004"
"129","Hengpi","1992"
"130","La Cruz de Taratara","1997"
"131","G?rki Wielkie","2000"
"132","Safakulevo","1991"
"133","Kochani","2004"
"134","Kugri","1993"
"135","Belene","2003"
"136","Jan Kempdorp","2012"
"137","Shicheng","2004"
"138","Cajamarca","2003"
"139","Baiyin","1991"
"140","Bronx","1985"
"141","Dongzhang","1956"
"142","Naze","2005"
"143","Severnyy","1994"
"144","Santiago Puringla","1999"
"145","G?teborg","2005"
"146","No Kunda","2002"
"147","Oviedo","2002"
"148","Rovira","2005"
"149","Ribeiro","2008"
"150","Parakanhonje Wetan","1973"
"151","Penhascoso","2003"
"152","Ayorou","2000"
"153","Greenhills","2012"
"154","Ch?u Th?nh","2004"
"155","Vinica","1988"
"156","Maicao","1995"
"157","Hekou","2009"
"158","Yiqi","2005"
"159","Rusn?","1992"
"160","Ba?ka Topola","1993"
"161","Marne-la-Vall?e","1999"
"162","Muromtsevo","1995"
"163","H?sselby","2000"
"164","Changning","2009"
"165","Satte","2012"
"166","Glafirovka","1994"
"167","Yafran","1992"
"168","Pamplona/Iru?a","2006"
"169","Andrushivka","1989"
"170","Johogunung","1968"
"171","Link?ping","1992"
"172","Jurh","1993"
"173","Jianli","2006"
"174","Grugul","1998"
"175","Wuning","2008"
"176","Xambabazar","2011"
"177","Sampao","2011"
"178","Mojorembun","2004"
"179","Rouen","1989"
"180","Kecskem?t","1994"
"181","Donja Brela","2003"
"182","Strasbourg","2001"
"183","Wang Thonglang","1993"
"184","Ullubiyaul","1999"
"185","Calibishie","1998"
"186","Bangad","2003"
"187","Venda Nova","2005"
"188","Chirilagua","2003"
"189","Tomilino","2011"
"190","Cimanglid","1987"
"191","Shenkou","1985"
"192","?by","1995"
"193","Myrnyy","2003"
"194","Skellefte?","2010"
"195","Asni?res-sur-Seine","1996"
"196","Springfield","2005"
"197","Angoul?me","1994"
"198","Boticas","1999"
"199","Fenglu","2011"
"200","Huambalpa","2009"
"201","Zhaxirabdain","2009"
"202","Castleblayney","2011"
"203","W?wolnica","2011"
"204","Mingjiu","1969"
"205","Pedroso","2010"
"206","Zelene?","2001"
"207","Alfta","1997"
"208","Guiuan","1988"
"209","Souto","2008"
"210","Aktsyabrski","2010"
"211","Kab?rw?la","2004"
"212","Wentugaole","2004"
"213","Gazimurskiy Zavod","1997"
"214","Ghanzi","1984"
"215","Nicasio","1995"
"216","Xidajie","2012"
"217","Heqiao","2001"
"218","Corinto","1987"
"219","Songqiao","2007"
"220","Guling","2001"
"221","San Cristobal","1968"
"222","Bella Vista","2002"
"223","Toutai","1998"
"224","Sam Ngam","1993"
"225","Xiaoguai","2011"
"226","Di?ni","1990"
"227","Niquinohomo","2001"
"228","Planovskoye","2006"
"229","Taixi","1992"
"230","Shupenz?","2002"
"231","Clonskeagh","2003"
"232","Kimanuit","2003"
"233","Rivi?re-du-Loup","1996"
"234","Krajan","1988"
"235","Dongqinggou","1996"
"236","Itaju?pe","2004"
"237","Velyki Sorochyntsi","2010"
"238","Oguta","1998"
"239","Komga","1995"
"240","Dolinsk","2012"
"241","Garnich","1995"
"242","Chamical","1995"
"243","Situsari","2005"
"244","Porto Velho","1989"
"245","Panggulan","1999"
"246","Soras","2004"
"247","Pag","1989"
"248","Agnibil?krou","2001"
"249","D?u Ti?ng","1993"
"250","Bouss?","2011"
"251","Santo Aleixo","1986"
"252","?abno","1997"
"253","Nymburk","2004"
"254","Leme","2005"
"255","?rd","2011"
"256","Muldersdriseloop","2012"
"257","Pitanga","1993"
"258","Wawa","1992"
"259","Dallas","2008"
"260","?pinal","1926"
"261","Milano","2008"
"262","Erbil","1987"
"263","Fush?-Muhurr","2009"
"264","Yangmadao","2012"
"265","Satipo","1997"
"266","Kambing","2009"
"267","Lupo","2010"
"268","Hobart","1993"
"269","Rybache","2010"
"270","Lajeado","2008"
"271","Heting","1994"
"272","Biao","2000"
"273","Oebaki","1993"
"274","Montpellier","2004"
"275","Karlstad","1993"
"276","Dziergowice","2000"
"277","Baidoa","2009"
"278","Uddevalla","2007"
"279","Xintang","1999"
"280","Memphis","2001"
"281","Metap?n","2000"
"282","Shuanghe","1994"
"283","Zhanjiang","2001"
"284","Klevan?","2011"
"285","A? ?alw","2000"
"286","El Paso","1987"
"287","Otra Banda","2004"
"288","Skutsk?r","1995"
"289","Palaiomon?stiron","2002"
"290","Knjazevac","2013"
"291","Dushanbe","1987"
"292","Kitami","2011"
"293","Kezileboyi","2013"
"294","Malk?","2008"
"295","Al Ghayl","2008"
"296","Gununglarang","1998"
"297","Yanglin","1995"
"298","Baykalovo","1997"
"299","Hantai","2012"
"300","El Refugio","2005"
"301","Susuman","2010"
"302","Estoi","1992"
"303","Bang Racham","2009"
"304","Chahannao","2010"
"305","V?llingby","2004"
"306","Bedford","2009"
"307","Aracaju","2012"
"308","Manassas","2011"
"309","Terneuzen","2008"
"310","Kiruru","2007"
"311","San Rafael","2009"
"312","Toufang","2005"
"313","Coronel Fabriciano","2009"
"314","Magnitogorsk","2007"
"315","Jadho","1992"
"316","Carolina","1986"
"317","Oxel?sund","1991"
"318","Puerto Ayacucho","2009"
"319","Oty?","2012"
"320","Aradac","2006"
"321","Nefta","1999"
"322","Melita","1993"
"323","Tournavista","1993"
"324","Gaoshan","2003"
"325","Petaling Jaya","2009"
"326","Kangxung","1999"
"327","Pingba","2007"
"328","Estaca","2000"
"329","Dianfang","2008"
"330","Sanshengyuan","1992"
"331","Qingping","2005"
"332","Alcoutim","1994"
"333","Virolahti","2002"
"334","Cambridge","2008"
"335","Antagan Segunda","2012"
"336","Aurora","1988"
"337","Erjiegou","2009"
"338","Qu? Ch?u","1998"
"339","Getengan","2003"
"340","Tengger","2010"
"341","Pingpu","2012"
"342","Albarraque","1998"
"343","Beicheng","2013"
"344","Dalsj?fors","2002"
"345","Hobaramachi","2005"
"346","Ankazoabo","2001"
"347","Martigues","2012"
"348","Gemuruh","2012"
"349","San Isidro","2000"
"350","Emiliano Zapata","1998"
"351","Malambo","2011"
"352","Xil?polis","1996"
"353","Tegalgede","2008"
"354","Panorama","2008"
"355","Stockholm","2005"
"356","Liuhou","2000"
"357","Yuecheng","1984"
"358","Fenshui","1985"
"359","Valongo","2009"
"360","Siguqiao","1997"
"361","Erdao","2008"
"362","Zhangzhu","2001"
"363","B?rrio","2002"
"364","Estombar","2006"
"365","Poretskoye","2003"
"366","Daguo","1956"
"367","Shch?kino","1990"
"368","Iza","1986"
"369","Had?li","2006"
"370","Hebian","2004"
"371","Monte-Carlo","2013"
"372","Jiantianjie","1994"
"373","Krajan Puru","2002"
"374","Jamaica","2006"
"375","Janeng","2004"
"376","Kafr ?aqr","2010"
"377","Resende","2003"
"378","Nabunturan","2001"
"379","Nizui","2004"
"380","Tabalong","2006"
"381","Tahara","2001"
"382","Rawawilis","2001"
"383","Waishan","2013"
"384","Kunting","1999"
"385","Beselga","2009"
"386","Catujal Velho","2001"
"387","Aihua","1981"
"388","Budakovo","2012"
"389","Bafat?","2000"
"390","Pardelhas","1992"
"391","Gaide","2010"
"392","Shuangjiang","2003"
"393","Kuncen","1998"
"394","Ndwedwe","2005"
"395","Ciguha Tengah","1986"
"396","Palmeira","1997"
"397","Penisihan","2008"
"398","Oneop","2007"
"399","Novo-Nikol?skoye","1999"
"400","Ueda","2010"
"401","Insrom","1996"
"402","Depapre","2001"
"403","Cibeureum","2005"
"404","Monte Patria","2010"
"405","Bandong","2000"
"406","Freiburg im Breisgau","2000"
"407","Tsyelyakhany","2010"
"408","Grenoble","2004"
"409","Remas","2004"
"410","Jingnao","1991"
"411","Lugo","2004"
"412","Pregonero","2004"
"413","Oslo","2002"
"414","Revda","1995"
"415","Maip?","1999"
"416","Khenifra","2001"
"417","Satte","1997"
"418","Surazh","1994"
"419","Shuangxi","2010"
"420","Jacksonville","2009"
"421","Ban? Maz?r","1991"
"422","Boa Vista","1993"
"423","Novo-Nikol?skoye","2006"
"424","Seoul","2011"
"425","Lis","2000"
"426","Abreu e Lima","2006"
"427","Kur?umlija","2007"
"428","Cigalontang","2002"
"429","Chiba","2001"
"430","Saint Joseph","1997"
"431","Nigr?ta","2000"
"432","Hongshan","2011"
"433","Ronov nad Doubravou","2001"
"434","Kemil","1989"
"435","V?ster?s","1995"
"436","Habiganj","1993"
"437","Wailiang","1967"
"438","?brego","1995"
"439","Gagarin","2002"
"440","Ban Mo","1999"
"441","Kostyantynivka","2011"
"442","Okigwi","1992"
"443","Larache","1987"
"444","Longtan","1993"
"445","Jos? de Freitas","2008"
"446","Argenteuil","2010"
"447","Futaleuf?","2007"
"448","Ancol","1999"
"449","Huanglian","2010"
"450","Buri","2002"
"451","San Antonio Oeste","2002"
"452","El Alto","2005"
"453","Amman","2011"
"454","Khuzhir","2007"
"455","Rudnichnyy","1995"
"456","Almafuerte","2007"
"457","????? ??????????","1995"
"458","New Washington","2004"
"459","Cipadung Timur","2011"
"460","Da?an","2003"
"461","Pinggirsari","1998"
"462","Columbia","2008"
"463","Mingguang","1999"
"464","Pandanrejokrajan","1995"
"465","Ludvika","2011"
"466","San Mart?n Zapotitl?n","1990"
"467","Komorniki","1992"
"468","Krajan Waturoyo","2010"
"469","Albina","1995"
"470","Pesagen","1990"
"471","Lantang","2012"
"472","Huangmao","2005"
"473","Bojonghaur","1995"
"474","Agen","2004"
"475","Liulin","2003"
"476","L?chovo","2003"
"477","Port Barton","2006"
"478","S?qayn","2010"
"479","Kuala Terengganu","1999"
"480","Al Khushn?yah","2012"
"481","Tete","1995"
"482","Talacogon","2010"
"483","Longgang","2010"
"484","Shiniu","1984"
"485","V?llingby","1990"
"486","Yanagawa","1997"
"487","Citampian","1995"
"488","Wiang Chiang Rung","2012"
"489","Daliciasao","1995"
"490","Timurlorong","2005"
"491","Lewobelek","2009"
"492","Meedhoo","2002"
"493","Banjar Buahan","2010"
"494","San Carlos","1995"
"495","Babakansalam","1993"
"496","Stockholm","2010"
"497","Skal?nion","1994"
"498","Jepat Kidul","1995"
"499","Wenchang","2004"
"500","Gurbuki","2005"
"501","Balogo","1992"
"502","Kupu","2005"
"503","Emmen","1986"
"504","Saint George's","2011"
"505","Obikiik","2008"
"506","Sk?rcz","2011"
"507","Tapiramut?","2006"
"508","Mabyan","1999"
"509","Teresa","2009"
"510","Ch?ch?watni","2002"
"511","Little Baguio","2003"
"512","Carrefour","2003"
"513","Baro","1995"
"514","Kurortnyy","1999"
"515","Huacheng","2002"
"516","Rudnichnyy","2010"
"517","Mirs?ni","2008"
"518","Jiuxian","1993"
"519","Santiago De Compostela","1992"
"520","Kafyr-Kumukh","2005"
"521","?ele?ice","2002"
"522","El Monte","1996"
"523","Songkar B","1992"
"524","Nanterre","1996"
"525","Iwase","2009"
"526","Tarariras","1983"
"527","Nida","1992"
"528","Youssoufia","1985"
"529","D?browa","1995"
"530","Guolemude","1978"
"531","Lipie","1995"
"532","Oslo","2010"
"533","Santo Domingo","2004"
"534","Vlachovice","2003"
"535","San Nicolas","1978"
"536","Prantaan","2007"
"537","Chicheng","1995"
"538","Tuqiao","1988"
"539","Guilhabreu","2006"
"540","Xiangzhu","2006"
"541","Atiquizaya","1994"
"542","Pembuanghulu","2003"
"543","Marau","1998"
"544","Corpus","1989"
"545","Wadungasri","2008"
"546","Nova Friburgo","2002"
"547","Camrose","1990"
"548","Al H?shim?yah","1999"
"549","Dh? as Suf?l","1997"
"550","New York City","2009"
"551","Ghayl B? Waz?r","2010"
"552","Harstad","2008"
"553","Badian","1997"
"554","Matam","1999"
"555","Jampang Tengah","2009"
"556","Krasnogorskoye","2012"
"557","Fresno","2005"
"558","Aglipay","2008"
"559","Sancha","2001"
"560","Mancilang","2000"
"561","Corbeil-Essonnes","1995"
"562","Yandun","2003"
"563","Lixi","1993"
"564","Jiasi","2003"
"565","Gagarawa","1995"
"566","Bekondo","2008"
"567","?abr?tah","2002"
"568","Prado Siongco","2009"
"569","Khlong Toei","1991"
"570","Al J?b","2012"
"571","Cerrito","2011"
"572","Jakartovice","2006"
"573","Tangxi","2008"
"574","Yingjiang","1991"
"575","Magrath","1998"
"576","Bayt ?Adh?qah","1989"
"577","Pasuruan","1993"
"578","La Plata","2004"
"579","Yangdenghu","1999"
"580","Nova Ol?mpia","2009"
"581","Kuala Lumpur","1996"
"582","Khairpur","2010"
"583","Portland","2004"
"584","Kuk?s","2013"
"585","Saint-Denis","2002"
"586","Courtaboeuf","2005"
"587","Panam?","2007"
"588","Wangcao","2004"
"589","??tim","1992"
"590","Karangbayat","2006"
"591","Wulan","1996"
"592","Dagur","2010"
"593","San Roque","1996"
"594","Montceau-les-Mines","1967"
"595","Bila Krynytsya","1986"
"596","Pando","1961"
"597","?a?ak","1991"
"598","Guapi","1995"
"599","Wangsi","1998"
"600","Huangyang","2011"
"601","Fujinomiya","2002"
"602","Imeni Babushkina","1995"
"603","Yejia","2010"
"604","Romanovo","2003"
"605","Kukich??","2011"
"606","Sheregesh","1998"
"607","Curitibanos","1998"
"608","Paprotnia","2011"
"609","Alenquer","1984"
"610","Huangling","1993"
"611","Haurpanggung","2005"
"612","eMbalenhle","2013"
"613","Pontinha","1998"
"614","Safonovo","1991"
"615","Machinda","1998"
"616","Wangsi","2007"
"617","Jimaguay?","2012"
"618","Luzhi","2011"
"619","Frakulla e Madhe","2008"
"620","Gryb?w","1995"
"621","Quime","2011"
"622","Troitskoye","2009"
"623","Tarangnan","2010"
"624","Th? Tr?n Tam S?n","1987"
"625","Chowki Jamali","1996"
"626","Kolumbug","1974"
"627","Gongping","1986"
"628","Xinglong","1999"
"629","Uluale","1988"
"630","Satka","1996"
"631","Kajatian","1993"
"632","Lebane","2006"
"633","Chicago","2009"
"634","Mtambile","2007"
"635","Wuma","2006"
"636","Gvozd","1999"
"637","Hiroshima-shi","2006"
"638","Ortega","1960"
"639","Pi?as","1997"
"640","Hekou","2006"
"641","?rebro","1996"
"642","Dolod","1987"
"643","Cabugao","1998"
"644","J?nk?ping","2010"
"645","Lubrza","1985"
"646","Mejdan - Obili?evo","2005"
"647","Isfara","2001"
"648","Miura","2002"
"649","Jefferson City","2004"
"650","Sorinomo","2008"
"971","Funes","1997"
"972","Sentul","2008"
"973","Kotabumi","1965"
"974","Krajan Atas Suger Lor","1996"
"975","Banjar Sengguan","2005"
"976","Marale","2011"
"977","Longcheng","2009"
"978","Raoyang","1997"
"979","Xiumei","1993"
"980","Muruni","2003"
"981","Czarna","1987"
"982","Corpus Christi","2009"
"983","Kushk","2005"
"984","Ulundi","1993"
"985","G?teborg","2010"
"986","Kuching","2002"
"987","Ayabaca","1997"
"988","Xidianzi","1965"
"989","K?shmar","1992"
"990","Shiyu","1995"
"991","Cibolek Kidul","2012"
"992","Xinhui","1993"
"993","Tianzishan","2007"
"994","Orange Walk","1984"
"995","Oenaik","2012"
"996","Na Kae","2002"
"997","Gadang","1989"
"998","Khadan Kh?k","2006"
"999","Hukeng","2000"
"1000","Pryluky","2006"
"651","Praia","1988"
"652","Condado","1996"
"653","Dr?sov","2012"
"654","Caraballeda","2009"
"655","Bochum","2008"
"656","Zarszyn","2008"
"657","?elinac","1991"
"658","Imeni Tsyurupy","1998"
"659","Chitr?","2011"
"660","Odemira","2001"
"661","Johor Bahru","2007"
"662","Karangduren Dua","1992"
"663","Canta","1994"
"664","Kazanl?k","2006"
"665","Puget-sur-Argens","1995"
"666","Maciejowice","2005"
"667","Sabnova","1996"
"668","Tiarei","2010"
"669","Nal?chik","2007"
"670","?vry","2009"
"671","San Jacinto","1988"
"672","K?to Nevrok?pi","2003"
"673","Santana","2004"
"674","Khandagayty","2004"
"675","Greda","2012"
"676","Watulumbung","1997"
"677","Oslo","2012"
"678","Mananjary","2008"
"679","Koniak?w","2011"
"680","Bat Khela","1993"
"681","Tianjiazhai","1987"
"682","Aran?elovac","2003"
"683","Yuanyang","2008"
"684","Ajung","2010"
"685","Carmo do Parana?ba","2010"
"686","Binubusan","2004"
"687","Cortes","2013"
"688","Zeist","1994"
"689","Toledo","2005"
"690","B?bolsar","2004"
"691","Tanumshede","2003"
"692","Machico","2007"
"693","Labuhan Deli","2011"
"694","Chaem Luang","2012"
"695","Ch?lons-en-Champagne","1996"
"696","C?u G?","2003"
"697","Novonikol?sk","2009"
"698","Rada Tilly","2012"
"699","Borovlyany","2011"
"700","Camarate","2009"
"701","Luoshe","1985"
"702","Ocampo","1988"
"703","Winangun","1996"
"704","Jiaozuo","1996"
"705","Marathon","2011"
"706","Maceda","2012"
"707","Lingyuan","1988"
"708","Vermil","2000"
"709","Lang","1998"
"710","Montreuil","1997"
"711","Pandean","1986"
"712","Yixingfu","1993"
"713","Baturaja","1992"
"714","L?beznice","2002"
"715","Hajeom","1986"
"716","Guataqu?","1998"
"717","K?benhavn","2009"
"718","Neryungri","1992"
"719","Tiepu","1987"
"720","Lensk","2009"
"721","Nov? Mal?n","1995"
"722","S?o Pedro","2008"
"723","Dasha","2010"
"724","Kembangkerang Lauk Timur","2011"
"725","Gaohu","1996"
"726","Huaquillas","1989"
"727","Planaltina","2005"
"728","Radekhiv","2003"
"729","Baisangguan","1998"
"730","Horn? ?ermn?","1993"
"731","Caramay","1995"
"732","Shajing","1996"
"733","Aga","1999"
"734","Sacramento","2008"
"735","Nankeng","1987"
"736","Igpit","2012"
"737","La Jicaral","2000"
"738","Longnawang","2000"
"739","Ayapel","2010"
"740","Ayna","1998"
"741","Niamtougou","2003"
"742","Longgang","1999"
"743","Longlisuo","2002"
"744","Sihe","1995"
"745","Wugong","1992"
"746","Yuxar? Aran","2009"
"747","Qiaoxia","1999"
"748","Didian","2006"
"749","It?a","1995"
"750","Molsheim","1988"
"751","Issa","2008"
"752","Agbor","2006"
"753","?l Ma??dah","2006"
"754","Kihurio","1998"
"755","Flen","2006"
"756","Xiayang","2010"
"757","San Francisco","1992"
"758","Kladi","2011"
"759","Chunhua","1993"
"760","Ouyang","1987"
"761","Devon","1994"
"762","Cikulina","2004"
"763","Outeiro","1996"
"764","Zhoushan","1994"
"765","Mbanza Congo","1999"
"766","Qiulu","2001"
"767","Currais Novos","1991"
"768","Tipaz","1992"
"769","B?guanos","1990"
"770","Buynichy","2001"
"771","Ensanche Luper?n","2006"
"772","Rawannawi Village","2006"
"773","Libofsh?","2002"
"774","Santa Luc?a","1978"
"775","Bastia","1994"
"776","T?kane","1992"
"777","Babice","2010"
"778","Ciudad Barrios","1986"
"779","Bor?s","1987"
"780","Njivice","1991"
"781","Lavadorinhos","1999"
"782","Kallon?","1991"
"783","Samsan","2000"
"784","Al Fashn","1998"
"785","Kuantan","2010"
"786","Jingxin","2004"
"787","Campo Quijano","2006"
"788","Ijuw","2009"
"789","San Diego","2012"
"790","Chh?galn?iya","1999"
"791","Ochota","1999"
"792","Hru?ovany u Brna","2005"
"793","Machang","2006"
"794","Xinjiezhen","2004"
"795","Titab","2004"
"796","Lumil","2007"
"797","San Francisco de Yare","1994"
"798","Amu?gan","1990"
"799","Kaliuda","1998"
"800","Kingston","2008"
"801","Bakungan","1992"
"802","San Miguel","1990"
"803","Argungu","2003"
"804","Linxi","2006"
"805","Maribong","2008"
"806","Planovskoye","2004"
"807","Kamwenge","2010"
"808","Wanglinkou","2009"
"809","Jiaobei","1998"
"810","Bangad","2012"
"811","Uusikaupunki","2006"
"812","Tak","1996"
"813","Rukungiri","2000"
"814","Fuding","1986"
"815","Maroa","1992"
"816","Xai-Xai","1991"
"817","Shihudang","2011"
"818","Bandeirantes","2005"
"819","Haokou","1998"
"820","Herceg-Novi","2006"
"821","Tongjiang","2008"
"822","Rennes","1985"
"823","Vacaria","2005"
"824","Talovyy","2001"
"825","Sousa","1985"
"826","Xiaojing","2010"
"827","Manghit","1995"
"828","Farsta","1999"
"829","S?o Miguel do Rio Torto","1984"
"830","L?bano","2002"
"831","Bayan Uula Sumu","1999"
"832","Jiufeng","2011"
"833","Ambarakaraka","1994"
"834","Wangdain","2004"
"835","Ar?chova","2003"
"836","Australia Square","1999"
"837","Nak?o nad Noteci?","2006"
"838","Idrija","2001"
"839","Bao?an","2004"
"840","Laguilayan","1993"
"841","Huaiyuan Chengguanzhen","2004"
"842","Futtsu","2005"
"843","Songfeng","2002"
"844","Th? Tr?n P?c Mi?u","1992"
"845","Biao","1995"
"846","Hariang","2009"
"847","Asbestos","2001"
"848","Giesteira","2007"
"849","Pierreville","1991"
"850","Oster","1994"
"851","Shixiang","2002"
"852","Srostki","2009"
"853","Buang","1988"
"854","Jiaoyang","1993"
"855","Ripky","2000"
"856","K?pno","1991"
"857","Xijiang","2007"
"858","Manado","2009"
"859","Vr?ses","2002"
"860","Las Palmas","2002"
"861","Tanzybey","1997"
"862","Nagosela","2005"
"863","Changqi","2005"
"864","Mogwase","2010"
"865","Saint-R?mi","2012"
"866","N?i S?p","1988"
"867","Hejiadong","2009"
"868","Annau","1998"
"869","M?rpur Sakro","2009"
"870","Tongzilin","2001"
"871","Castro Daire","2008"
"872","Villa Yapacan?","1998"
"873","Valday","2009"
"874","Tabua?o","1993"
"875","Nicolas Bravo","2012"
"876","Calilegua","1993"
"877","Al Tu?ayt??","1971"
"878","Wujiashan","2010"
"879","San Salvador","2007"
"880","Ocuviri","2010"
"881","Pajaten","1987"
"882","Ribeira Grande","2009"
"883","Alhos Vedros","2005"
"884","Mekarsari","1999"
"885","Th?nh Ph? Ph? L?","1995"
"886","Ballylinan","1989"
"887","Changbai","2008"
"888","Kebonkai","2005"
"889","Bisert?","2009"
"890","Alejo Ledesma","1992"
"891","Young","1987"
"892","Castain?o","2005"
"893","Kristiansund N","1994"
"894","Dananyu","1995"
"895","Concepci?n de Ataco","1996"
"896","Banjar Budakeling","1993"
"897","Pervoavgustovskiy","2001"
"898","Aleysk","1992"
"899","Dimitrovgrad","1988"
"900","Yuanqian","2008"
"901","Habry","1997"
"902","Nanl?","2008"
"903","Demerval Lob?o","1993"
"904","Campo Formoso","1998"
"905","Artemivs?k","2007"
"906","Baiyang","1992"
"907","Gaspar Hern?ndez","2001"
"908","Vysotsk","1992"
"909","Chuhuyiv","1990"
"910","Nova Russas","1998"
"911","Mpulungu","1995"
"912","Gavarr","1998"
"913","Tigaon","2004"
"914","Buritizeiro","1987"
"915","Telagasari","2006"
"916","Tangzhuang","2008"
"917","Rinbung","2003"
"918","Osinniki","1994"
"919","El Pe?ol","2005"
"920","S?o Joaquim da Barra","2008"
"921","Dongguang","2011"
"922","Gniezno","2009"
"923","San Isidro","2008"
"924","Sak?t?","1995"
"925","Jatipamor","2000"
"926","Nova Era","1994"
"927","Cruzeiro","1997"
"928","Pasirgaru","2001"
"929","Stockholm","2011"
"930","Alpedrinha","1992"
"931","Palma De Mallorca","1990"
"932","Baiyang","1984"
"933","?esk? T???n","1987"
"934","Looc","2005"
"935","Phra Phrom","2000"
"936","Simunul","2007"
"937","Kuafeu","1997"
"938","Arau?","2012"
"939","Manosque","2012"
"940","Taytayan","1990"
"941","Goranboy","2008"
"942","Kostino","2009"
"943","Canavieiras","1994"
"944","Ayapa","1995"
"945","Tairan Camp","1993"
"946","Pokrov","2009"
"947","Mohammedia","2012"
"948","Barinitas","1998"
"949","Huaikan","1996"
"950","Artimet","2003"
"951","Pizarrete","2003"
"952","Cachadinha","2006"
"953","Nagarakembang","1996"
"954","Palopat","2009"
"955","Studzionka","2007"
"956","Belyye Berega","1966"
"957","Sukodono","1984"
"958","Mayumba","2003"
"959","Vahdat","2009"
"960","Tomislavgrad","2009"
"961","Matango","2009"
"962","Nelipyno","2010"
"963","Augusta","2010"
"964","Kotadukuh","1953"
"965","Zhenlong","1990"
"966","Rzepiennik Strzy?ewski","2006"
"967","Blois","2010"
"968","Yueyang","2009"
"969","Anambongan","1989"
"970","Kisasa","2006"
